Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,1,335,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,336,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7
42,No,Travel_Frequently,1271,Research & Development,2,1,Medical,1,337,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,338,3,Male,42,2,3,Research Director,4,Divorced,12808,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8
56,No,Non-Travel,667,Research & Development,1,4,Life Sciences,1,339,3,Male,57,3,2,Healthcare Representative,3,Divorced,6306,26236,1,Y,No,21,4,1,80,1,13,2,2,13,12,1,9
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1,340,3,Male,83,3,2,Sales Executive,4,Divorced,4127,19188,2,Y,No,18,3,4,80,1,7,6,3,2,1,2,2
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,341,4,Female,40,2,4,Manager,1,Married,15402,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2
40,No,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,342,3,Male,52,2,1,Research Scientist,3,Single,2809,2725,2,Y,No,14,3,4,80,0,8,2,3,2,2,2,2
55,No,Travel_Rarely,452,Research & Development,1,3,Medical,1,343,4,Male,81,3,5,Manager,1,Single,19045,18938,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,344,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0
37,No,Non-Travel,1252,Sales,19,2,Medical,1,345,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,346,1,Male,52,3,4,Manager,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9
33,No,Travel_Frequently,1146,Sales,25,3,Medical,1,347,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1
30,No,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,348,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0
35,No,Travel_Rarely,1214,Research & Development,1,3,Medical,1,349,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4
35,No,Travel_Rarely,660,Sales,7,1,Life Sciences,1,350,4,Male,76,3,1,Sales Representative,3,Married,2404,16192,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0
29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,1,351,3,Male,60,3,1,Research Scientist,4,Single,2340,22673,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,5
29,No,Travel_Rarely,1389,Research & Development,21,4,Life Sciences,1,352,2,Female,51,4,3,Manufacturing Director,1,Divorced,9980,10195,1,Y,No,11,3,3,80,1,10,1,3,10,9,8,8
44,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,353,1,Male,62,4,1,Laboratory Technician,4,Married,2818,5044,2,Y,Yes,24,4,3,80,1,10,2,2,3,2,0,2
48,No,Travel_Rarely,1221,Sales,7,3,Marketing,1,354,3,Male,96,3,2,Sales Executive,1,Divorced,5486,24795,4,Y,No,11,3,1,80,3,15,3,3,2,2,2,2
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,1,355,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,356,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,357,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2
28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1,358,3,Male,43,3,1,Human Resources,4,Divorced,2706,10494,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2
56,No,Travel_Rarely,832,Research & Development,9,3,Medical,1,359,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,360,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10
38,No,Travel_Frequently,1444,Human Resources,1,4,Other,1,361,4,Male,88,3,1,Human Resources,2,Married,2991,5224,0,Y,Yes,11,3,2,80,1,7,2,3,6,2,1,2
45,No,Travel_Rarely,561,Sales,2,3,Other,1,362,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7
43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,363,1,Male,92,3,2,Sales Executive,4,Married,5675,19246,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7
35,No,Non-Travel,1212,Sales,8,2,Marketing,1,364,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12
42,No,Travel_Rarely,419,Sales,12,4,Marketing,1,365,2,Male,77,3,2,Sales Executive,4,Divorced,5087,2900,3,Y,Yes,12,3,3,80,2,14,4,3,0,0,0,0
45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,366,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,367,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5
32,No,Travel_Rarely,1018,Research & Development,2,4,Medical,1,368,1,Female,74,4,2,Research Scientist,4,Single,5055,10557,7,Y,No,16,3,3,80,0,10,0,2,7,7,0,7
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,369,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,1,370,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11
42,No,Travel_Rarely,635,Sales,1,1,Life Sciences,1,371,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,Y,No,25,4,3,80,0,20,3,3,20,16,11,6
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,372,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0
27,No,Travel_Rarely,591,Research & Development,2,1,Medical,1,373,1,Male,40,3,1,Laboratory Technician,2,Married,3468,16632,9,Y,No,12,3,4,80,1,6,3,3,2,2,2,2
38,No,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,374,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,0,Y,No,21,4,2,80,0,10,2,3,9,7,1,8
30,No,Non-Travel,990,Research & Development,7,3,Technical Degree,1,375,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0
46,No,Non-Travel,1144,Research & Development,7,4,Medical,1,376,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0
42,No,Non-Travel,355,Research & Development,10,4,Technical Degree,1,377,3,Male,38,3,1,Research Scientist,3,Married,2936,6161,3,Y,No,22,4,2,80,2,10,1,2,6,3,3,3
34,No,Travel_Rarely,131,Sales,2,3,Marketing,1,378,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,379,4,Male,84,3,1,Research Scientist,1,Single,2080,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2
35,No,Travel_Rarely,219,Research & Development,16,2,Other,1,380,4,Female,44,2,2,Manufacturing Director,2,Married,4788,25388,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2
42,No,Travel_Rarely,269,Research & Development,2,3,Medical,1,381,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Y,Yes,11,3,3,80,1,10,4,3,9,6,7,8
53,No,Travel_Rarely,1376,Sales,2,2,Medical,1,382,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,Y,No,13,3,3,80,1,22,3,4,17,13,15,2
43,No,Travel_Rarely,1273,Research & Development,2,2,Medical,1,383,4,Female,72,4,1,Research Scientist,3,Divorced,2645,21923,1,Y,No,12,3,4,80,2,6,3,2,5,3,1,4
41,No,Travel_Rarely,642,Research & Development,1,3,Life Sciences,1,384,4,Male,76,3,1,Research Scientist,4,Married,2782,21412,3,Y,No,22,4,1,80,1,12,3,3,5,3,1,0
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,385,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,386,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
39,No,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,387,3,Male,71,3,3,Healthcare Representative,3,Married,10920,3449,3,Y,No,21,4,2,80,1,13,2,3,6,4,0,5
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1,388,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7
36,No,Travel_Rarely,430,Research & Development,2,4,Other,1,389,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0
28,No,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,390,1,Male,72,2,1,Research Scientist,3,Divorced,1563,12530,1,Y,No,14,3,4,80,1,1,2,1,1,0,0,0
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,391,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,392,3,Female,79,3,5,Manager,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12
41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,393,2,Male,85,4,2,Healthcare Representative,2,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2
30,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,394,2,Male,75,2,1,Research Scientist,4,Divorced,3761,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3
39,No,Travel_Rarely,1132,Research & Development,1,3,Medical,1,395,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,10942,0,Y,No,17,3,1,80,3,19,5,2,18,10,3,7
29,No,Travel_Rarely,144,Sales,10,1,Marketing,1,396,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7
44,No,Travel_Rarely,1459,Research & Development,10,4,Other,1,397,4,Male,41,3,2,Healthcare Representative,4,Married,6465,19121,2,Y,Yes,13,3,4,80,0,9,5,4,4,2,1,3
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,1,398,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2
58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,399,1,Male,87,3,4,Research Director,3,Married,15787,21624,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,2
32,No,Travel_Rarely,427,Research & Development,1,3,Medical,1,400,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,1,Y,Yes,22,4,2,80,1,9,3,3,9,8,7,8
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,401,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0
49,No,Travel_Rarely,470,Research & Development,20,4,Medical,1,402,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11
36,No,Travel_Rarely,329,Sales,16,4,Marketing,1,403,3,Female,98,2,2,Sales Executive,1,Married,5647,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2
35,No,Travel_Frequently,664,Research & Development,1,3,Medical,1,404,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,Y,No,13,3,4,80,1,5,2,2,3,2,1,2
43,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,405,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2
29,No,Travel_Rarely,1247,Sales,20,2,Marketing,1,406,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,2
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,1,407,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2
47,No,Travel_Frequently,1379,Research & Development,16,4,Medical,1,408,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,409,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2
37,No,Travel_Frequently,1231,Sales,21,2,Medical,1,410,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0
23,No,Travel_Rarely,541,Sales,2,1,Technical Degree,1,411,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,412,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,413,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4
54,No,Travel_Frequently,1050,Research & Development,11,4,Medical,1,414,2,Female,87,3,4,Manager,4,Divorced,16032,24456,3,Y,No,20,4,1,80,1,26,2,3,14,9,1,12
28,No,Travel_Rarely,1169,Human Resources,8,2,Medical,1,415,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4
34,No,Travel_Rarely,970,Research & Development,8,2,Medical,1,416,2,Female,96,3,2,Healthcare Representative,3,Single,6142,7360,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3
32,No,Travel_Rarely,634,Research & Development,5,4,Other,1,417,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,Y,No,17,3,4,80,2,6,3,3,3,2,0,2
39,No,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,418,1,Male,52,3,2,Research Scientist,4,Single,4108,5340,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7
32,No,Travel_Rarely,498,Research & Development,3,4,Medical,1,419,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3
39,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,420,1,Male,41,4,3,Sales Executive,3,Single,7880,2560,0,Y,No,18,3,4,80,0,9,3,3,8,7,0,7
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,421,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,422,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
36,No,Travel_Rarely,164,Sales,2,2,Medical,1,423,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0
49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,424,3,Female,36,3,1,Research Scientist,1,Married,3580,10554,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,425,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,1,426,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,427,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8
27,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,428,4,Female,77,2,1,Research Scientist,1,Married,4774,23844,0,Y,No,19,3,4,80,1,8,2,2,7,6,7,3
42,No,Travel_Rarely,462,Sales,14,2,Medical,1,429,3,Female,68,2,2,Sales Executive,3,Single,6244,7824,7,Y,No,17,3,1,80,0,10,6,3,5,4,0,3
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,430,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,1,431,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1,432,2,Male,55,3,1,Sales Representative,3,Married,2308,4944,0,Y,Yes,25,4,2,80,1,12,4,3,11,10,5,7
29,No,Travel_Frequently,574,Research & Development,20,1,Medical,1,433,4,Male,40,3,1,Laboratory Technician,4,Married,3812,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10
36,No,Travel_Rarely,132,Research & Development,6,3,Life Sciences,1,434,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,0
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,435,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1
47,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,436,1,Male,74,3,1,Research Scientist,4,Married,3420,10205,7,Y,No,12,3,3,80,1,17,2,2,6,5,1,2
51,No,Travel_Frequently,1456,Research & Development,1,4,Medical,1,437,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,Y,No,20,4,3,80,0,23,1,2,13,12,12,8
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1,438,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,Y,No,14,3,2,80,3,2,3,3,1,1,0,0
33,No,Non-Travel,722,Sales,17,3,Life Sciences,1,439,4,Male,38,3,4,Manager,3,Single,17444,20489,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,440,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,441,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9
27,No,Non-Travel,210,Sales,1,1,Marketing,1,442,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4
33,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,443,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4
45,No,Travel_Rarely,930,Sales,9,3,Marketing,1,444,4,Male,74,3,3,Sales Executive,1,Divorced,10761,19239,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,445,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,1,446,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
26,No,Travel_Frequently,1283,Sales,1,3,Medical,1,447,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7
33,No,Travel_Rarely,1099,Research & Development,4,4,Medical,1,448,1,Female,82,2,1,Laboratory Technician,2,Married,3838,8192,8,Y,No,11,3,4,80,0,8,5,3,5,4,0,2
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,449,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5
35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,1,450,3,Female,53,2,1,Research Scientist,1,Single,2559,17852,1,Y,No,11,3,4,80,0,6,3,2,6,5,1,1
51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,1,451,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10
45,No,Non-Travel,1052,Sales,6,3,Medical,1,452,4,Female,57,2,3,Sales Executive,4,Single,8865,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,453,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2
29,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,454,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6
26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,455,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7
30,No,Travel_Rarely,413,Sales,7,1,Marketing,1,456,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2
55,No,Travel_Rarely,147,Research & Development,20,2,Technical Degree,1,457,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Y,Yes,19,3,4,80,1,12,4,3,10,7,0,8
42,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,458,1,Male,56,3,5,Manager,3,Married,18880,17312,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14
42,No,Travel_Frequently,748,Research & Development,9,2,Medical,1,459,1,Female,74,3,1,Laboratory Technician,4,Single,3673,16458,1,Y,No,13,3,3,80,0,12,3,3,12,9,5,8
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,460,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
45,No,Travel_Rarely,252,Research & Development,1,3,Other,1,461,3,Male,70,4,5,Manager,4,Married,19202,15970,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7
36,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,462,3,Male,68,3,2,Healthcare Representative,4,Married,6586,4821,0,Y,Yes,17,3,1,80,1,17,2,2,16,8,4,11
34,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,463,4,Female,86,2,1,Laboratory Technician,2,Married,3294,3708,5,Y,No,17,3,1,80,1,7,2,2,5,4,0,2
31,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,464,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3
38,No,Non-Travel,152,Sales,10,3,Technical Degree,1,465,3,Female,85,3,2,Sales Executive,4,Single,5666,19899,1,Y,Yes,13,3,2,80,0,6,1,3,5,3,1,3
29,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1,466,4,Female,97,3,1,Laboratory Technician,2,Married,3180,4668,0,Y,No,13,3,3,80,3,4,3,3,3,2,0,2
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,467,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,468,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2
40,No,Travel_Frequently,1469,Research & Development,9,4,Medical,1,469,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0
52,No,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,470,4,Male,70,3,4,Manager,4,Married,17099,13829,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,1,471,4,Female,52,3,2,Sales Executive,1,Married,5940,17011,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5
57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,472,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4
22,No,Travel_Rarely,581,Research & Development,1,2,Life Sciences,1,473,4,Male,63,3,1,Research Scientist,3,Single,3375,17624,0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,474,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,475,1,Male,35,4,4,Manager,4,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1
54,No,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,1,476,1,Female,60,3,3,Research Director,3,Married,13549,24001,9,Y,No,12,3,1,80,1,16,5,1,4,3,0,3
32,No,Travel_Rarely,638,Research & Development,8,2,Medical,1,477,3,Female,91,4,2,Research Scientist,3,Married,5175,22162,5,Y,No,12,3,3,80,1,9,3,2,5,3,1,3
